booking_id,customer_id,returning_customer,customer_age,tour_id,departure_id,tour_name,location,region,tour_type,customer_origin,booking_segment,booking_channel,booking_stage,unit_price_vnd,adults,children,infants,participants,booking_date,travel_start,travel_end,season,weather_condition,status,post_tour_rating,revenue_vnd,total_cost_vnd,profit_vnd
B009760,CUST07949,FALSE,22,T358,T358_SH_Gr_230509_0001,Tour Đà Lạt 5N4Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Group,Agent,Late,2120000,11,0,0,11,5/3/2023,5/9/2023,5/13/2023,Summer,Sunny,Completed,3.3,23320000,17060000,6260000
B009761,CUST06964,TRUE,31,T022,T022_SH_Gr_241207_0008,Tour TP.HCM 6N5Đ - City,TP.HCM,Nam Bộ,City,Domestic,Group,Website,Normal,2340000,5,0,0,5,11/21/2024,12/7/2024,12/12/2024,Winter,Sunny,Completed,4.1,11700000,9130000,2570000
B009762,CUST07950,FALSE,28,T050,T050_SH_Gr_230507_0004,Tour Đà Nẵng 3N2Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Group,OTA,Normal,2140000,11,0,0,11,4/19/2023,5/7/2023,5/9/2023,Summer,Sunny,Completed,5,23540000,17330000,6210000
B009763,CUST07951,FALSE,30,T326,T326_SH_Gr_230212_0025,Tour Sa Pa 2N1Đ - Mountain,Sa Pa,Bắc Bộ,Mountain,Domestic,Group,Website,Normal,960000,6,0,0,6,1/23/2023,2/12/2023,2/13/2023,Spring,Cloudy,Completed,4.9,5760000,4580000,1180000
B009764,CUST07952,FALSE,21,T273,T273_SH_Gr_241228_0023,Tour Cần Thơ 3N2Đ - Cultural,Cần Thơ,Nam Bộ,Cultural,Domestic,Group,OTA,Normal,1780000,11,0,0,11,12/11/2024,12/28/2024,12/30/2024,Winter,Cloudy,Completed,5,19580000,14140000,5440000
B009765,CUST07953,FALSE,21,T002,T002_SH_Gr_240404_0013,Tour Hà Giang 3N2Đ - Adventure,Hà Giang,Bắc Bộ,Adventure,Domestic,Group,Website,Normal,1460000,10,0,0,10,3/11/2024,4/4/2024,4/6/2024,Spring,Sunny,Completed,3.5,14600000,10680000,3920000
B009766,CUST07954,FALSE,20,T054,T054_SH_Gr_220625_0000,Tour Nha Trang 3N2Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Group,OTA,Normal,2100000,5,0,0,5,5/31/2022,6/25/2022,6/27/2022,Summer,Sunny,Completed,3.7,10500000,8100000,2400000
B009767,CUST07955,FALSE,31,T339,T339_SH_Gr_240704_0015,Tour Đà Nẵng 3N2Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Group,Website,Normal,1600000,8,0,0,8,6/18/2024,7/4/2024,7/6/2024,Summer,Cloudy,Completed,4,12800000,9020000,3780000
B009768,CUST07956,FALSE,21,T292,T292_SH_Gr_230826_0001,Tour Hà Nội 3N2Đ - Cultural,Hà Nội,Bắc Bộ,Cultural,Domestic,Group,Agent,Normal,1760000,11,0,0,11,8/13/2023,8/26/2023,8/28/2023,Summer,Cloudy,Completed,3.7,19360000,13780000,5580000
B009769,CUST07957,FALSE,30,T348,T348_SH_Gr_241217_0005,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Group,Website,Early,1120000,12,0,0,12,11/13/2024,12/17/2024,12/18/2024,Winter,Cloudy,Completed,4,13440000,9700000,3740000
B009770,CUST07958,FALSE,32,T045,T045_SH_Gr_240825_0028,Tour Quảng Bình 2N1Đ - Cultural,Quảng Bình,Bắc Trung Bộ,Cultural,Domestic,Group,Agent,Normal,910000,8,0,0,8,7/31/2024,8/25/2024,8/26/2024,Summer,Rainy,Cancelled,,0,0,0
B009771,CUST07959,FALSE,31,T039,T039_SH_Gr_230121_0014,Tour Hà Nội 3N2Đ - City,Hà Nội,Bắc Bộ,City,Domestic,Group,Agent,Normal,1360000,5,0,0,5,12/31/2022,1/21/2023,1/23/2023,Winter,Sunny,Completed,3.6,6800000,5400000,1400000
B009772,CUST07960,FALSE,25,T210,T210_SH_Gr_221211_0020,Tour Hạ Long 2N1Đ - Cultural,Hạ Long,Bắc Bộ,Cultural,Domestic,Group,Agent,Late,1040000,7,0,0,7,11/30/2022,12/11/2022,12/12/2022,Winter,Sunny,Completed,4,7280000,5150000,2130000
B009773,CUST07961,FALSE,30,T042,T042_SH_Gr_230123_0006,Tour Hạ Long 2N1Đ - Cruise,Hạ Long,Bắc Bộ,Cruise,Domestic,Group,Website,Normal,920000,5,0,0,5,12/29/2022,1/23/2023,1/24/2023,Winter,Cloudy,Completed,3.5,4600000,3420000,1180000
B009774,CUST06292,TRUE,26,T102,T102_SH_Gr_230531_0004,Tour Bến Tre 2N1Đ - Cultural,Bến Tre,Nam Bộ,Cultural,Domestic,Group,Agent,Normal,890000,9,0,0,9,5/11/2023,5/31/2023,6/1/2023,Summer,Sunny,Completed,4.7,8010000,5750000,2260000
B009775,CUST01328,TRUE,25,T168,T168_SH_Gr_240722_0018,Tour Phú Quốc 3N2Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Group,Social,Early,1580000,10,0,0,10,6/13/2024,7/22/2024,7/24/2024,Summer,Sunny,Completed,4.8,15800000,10530000,5270000
B009776,CUST07962,FALSE,31,T112,T112_SH_Gr_230818_0011,Tour Đà Lạt 5N4Đ - Adventure,Đà Lạt,Tây Nguyên,Adventure,Domestic,Group,Agent,Normal,1830000,5,0,0,5,8/6/2023,8/18/2023,8/22/2023,Summer,Cloudy,Completed,3.9,9150000,7060000,2090000
B009777,CUST07963,FALSE,25,T164,T164_SH_Gr_221211_0018,Tour Sa Pa 2N1Đ - Mountain,Sa Pa,Bắc Bộ,Mountain,Domestic,Group,Website,Normal,730000,11,0,0,11,11/20/2022,12/11/2022,12/12/2022,Winter,Sunny,Completed,4.3,8030000,6050000,1980000
B009778,CUST07964,FALSE,20,T147,T147_SH_Gr_240910_0001,Tour Ninh Bình 4N3Đ - Cultural,Ninh Bình,Bắc Bộ,Cultural,Domestic,Group,Website,Late,1340000,5,0,0,5,8/30/2024,9/10/2024,9/13/2024,Autumn,Rainy,Completed,3.6,6700000,5010000,1690000
B009779,CUST04474,TRUE,32,T045,T045_SH_Gr_240320_0025,Tour Quảng Bình 2N1Đ - Cultural,Quảng Bình,Bắc Trung Bộ,Cultural,Domestic,Group,OTA,Normal,830000,10,0,0,10,3/7/2024,3/20/2024,3/21/2024,Spring,Cloudy,Completed,3.9,8300000,5930000,2370000
B009780,CUST00085,TRUE,26,T042,T042_SH_Gr_230123_0006,Tour Hạ Long 2N1Đ - Cruise,Hạ Long,Bắc Bộ,Cruise,Domestic,Group,Agent,Normal,920000,10,0,0,10,1/12/2023,1/23/2023,1/24/2023,Winter,Cloudy,Completed,4.5,9200000,7030000,2170000
B009781,CUST07965,FALSE,25,T286,T286_SH_Gr_220917_0017,Tour Hà Nội 4N3Đ - City,Hà Nội,Bắc Bộ,City,Domestic,Group,Website,Normal,1430000,8,0,0,8,8/30/2022,9/17/2022,9/20/2022,Autumn,Sunny,Completed,4.8,11440000,8610000,2830000
B009782,CUST07966,FALSE,25,T121,T121_SH_Gr_220731_0024,Tour Hội An 1N1Đ - Cultural,Hội An,Bắc Trung Bộ,Cultural,Domestic,Group,Agent,Normal,500000,6,0,0,6,7/12/2022,7/31/2022,7/31/2022,Summer,Cloudy,Completed,3.6,3000000,2200000,800000
B009783,CUST07967,FALSE,29,T081,T081_SH_Gr_221103_0010,Tour Vũng Tàu 4N3Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Group,OTA,Late,1830000,10,0,0,10,10/25/2022,11/3/2022,11/6/2022,Winter,Sunny,Completed,3.5,18300000,14340000,3960000
B009784,CUST07968,FALSE,25,T330,T330_SH_Gr_230310_0015,Tour Nha Trang 3N2Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Group,Hotline,Normal,1910000,11,0,0,11,2/21/2023,3/10/2023,3/12/2023,Spring,Cloudy,Completed,4.6,21010000,14610000,6400000
B009785,CUST07969,FALSE,22,T023,T023_SH_Gr_240111_0021,Tour Bến Tre 2N1Đ - Cultural,Bến Tre,Nam Bộ,Cultural,Domestic,Group,Hotline,Normal,950000,7,0,0,7,12/18/2023,1/11/2024,1/12/2024,Winter,Rainy,Completed,3.6,6650000,4860000,1790000
B009786,CUST00841,TRUE,24,T105,T105_SH_Gr_240929_0000,Tour Hà Giang 3N2Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Group,Website,Normal,960000,9,0,0,9,9/3/2024,9/29/2024,10/1/2024,Autumn,Cloudy,Completed,4.2,8640000,6980000,1660000
B009787,CUST07970,FALSE,30,T121,T121_SH_Gr_240806_0023,Tour Hội An 1N1Đ - Cultural,Hội An,Bắc Trung Bộ,Cultural,Domestic,Group,Website,Normal,520000,12,0,0,12,7/13/2024,8/6/2024,8/6/2024,Summer,Sunny,Completed,4.2,6240000,4570000,1670000
B009788,CUST07971,FALSE,26,T045,T045_SH_Gr_240825_0028,Tour Quảng Bình 2N1Đ - Cultural,Quảng Bình,Bắc Trung Bộ,Cultural,Domestic,Group,Website,Early,910000,12,0,0,12,7/23/2024,8/25/2024,8/26/2024,Summer,Rainy,Cancelled,,0,0,0
B009789,CUST07972,FALSE,24,T036,T036_SH_Gr_220501_0008,Tour Đà Nẵng 2N1Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Group,Website,Normal,1120000,12,0,0,12,4/8/2022,5/1/2022,5/2/2022,Summer,Rainy,Completed,3,13440000,10060000,3380000
B009790,CUST07973,FALSE,29,T076,T076_SH_Gr_240801_0012,Tour Cần Thơ 3N2Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Group,Social,Normal,1530000,9,0,0,9,7/10/2024,8/1/2024,8/3/2024,Summer,Sunny,Completed,5,13770000,10570000,3200000
B009791,CUST07974,FALSE,28,T337,T337_SH_Gr_241230_0014,Tour Hà Giang 5N4Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Group,OTA,Normal,2310000,6,0,0,6,12/5/2024,12/30/2024,1/3/2025,Winter,Cloudy,Completed,4,13860000,9900000,3960000
B009792,CUST07975,FALSE,20,T297,T297_SH_Gr_231212_0002,Tour Đà Nẵng 3N2Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Group,Social,Normal,1570000,9,0,0,9,11/20/2023,12/12/2023,12/14/2023,Winter,Sunny,Completed,4.6,14130000,10600000,3530000
B009793,CUST07976,FALSE,26,T306,T306_SH_Gr_231016_0017,Tour Phú Quốc 6N5Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Group,Agent,Normal,2970000,11,0,0,11,10/4/2023,10/16/2023,10/21/2023,Autumn,Storm,Completed,3.1,32670000,25040000,7630000
B009794,CUST07977,FALSE,23,T076,T076_SH_Gr_230213_0027,Tour Cần Thơ 3N2Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Group,Website,Early,1290000,12,0,0,12,1/14/2023,2/13/2023,2/15/2023,Spring,Rainy,Completed,4.4,15480000,10930000,4550000
B009795,CUST07978,FALSE,30,T148,T148_SH_Gr_220725_0009,Tour Hà Nội 2N1Đ - City,Hà Nội,Bắc Bộ,City,Domestic,Group,Social,Normal,720000,12,0,0,12,7/4/2022,7/25/2022,7/26/2022,Summer,Sunny,Completed,4,8640000,6490000,2150000
B009796,CUST07979,FALSE,25,T038,T038_SH_Gr_240728_0022,Tour Huế 3N2Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Domestic,Group,Agent,Normal,1180000,8,0,0,8,7/11/2024,7/28/2024,7/30/2024,Summer,Sunny,Completed,2.6,9440000,6530000,2910000
B009797,CUST07980,FALSE,21,T273,T273_SH_Gr_231231_0022,Tour Cần Thơ 3N2Đ - Cultural,Cần Thơ,Nam Bộ,Cultural,Domestic,Group,Agent,Normal,1270000,5,0,0,5,12/16/2023,12/31/2023,1/2/2024,Winter,Sunny,Completed,3.8,6350000,4480000,1870000
B009798,CUST00171,TRUE,21,T337,T337_SH_Gr_241230_0014,Tour Hà Giang 5N4Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Group,OTA,Early,2310000,7,0,0,7,11/26/2024,12/30/2024,1/3/2025,Winter,Cloudy,Completed,4.5,16170000,12240000,3930000
B009799,CUST07981,FALSE,25,T279,T279_SH_Gr_221211_0019,Tour Đà Nẵng 6N5Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Group,OTA,Normal,3170000,6,0,0,6,11/22/2022,12/11/2022,12/16/2022,Winter,Sunny,Completed,4.7,19020000,13570000,5450000
B009800,CUST07982,FALSE,29,T050,T050_SH_Gr_240121_0029,Tour Đà Nẵng 3N2Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Group,Website,Normal,1590000,10,0,0,10,12/29/2023,1/21/2024,1/23/2024,Winter,Cloudy,Completed,4.3,15900000,12340000,3560000
B009801,CUST07983,FALSE,22,T314,T314_SH_Gr_241122_0026,Tour Hà Giang 2N1Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Group,OTA,Normal,730000,9,0,0,9,11/5/2024,11/22/2024,11/23/2024,Winter,Sunny,Completed,5,6570000,4780000,1790000
B009802,CUST07984,FALSE,22,T023,T023_SH_Gr_240111_0021,Tour Bến Tre 2N1Đ - Cultural,Bến Tre,Nam Bộ,Cultural,Domestic,Group,OTA,Early,950000,8,0,0,8,12/15/2023,1/11/2024,1/12/2024,Winter,Rainy,Completed,3.1,7600000,5510000,2090000
B009803,CUST07985,FALSE,32,T038,T038_SH_Gr_240728_0022,Tour Huế 3N2Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Domestic,Group,Hotline,Normal,1180000,7,0,0,7,7/3/2024,7/28/2024,7/30/2024,Summer,Sunny,Completed,3.6,8260000,5800000,2460000
B009804,CUST07986,FALSE,29,T105,T105_SH_Gr_240929_0000,Tour Hà Giang 3N2Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Group,OTA,Late,960000,12,0,0,12,9/20/2024,9/29/2024,10/1/2024,Autumn,Cloudy,Completed,3.8,11520000,9030000,2490000
B009805,CUST06476,TRUE,23,T102,T102_SH_Gr_240101_0019,Tour Bến Tre 2N1Đ - Cultural,Bến Tre,Nam Bộ,Cultural,Domestic,Group,OTA,Normal,830000,12,0,0,12,12/10/2023,1/1/2024,1/2/2024,Winter,Sunny,Completed,4.6,9960000,6660000,3300000
B009806,CUST07987,FALSE,32,T337,T337_SH_Gr_241230_0014,Tour Hà Giang 5N4Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Group,Agent,Normal,2310000,11,0,0,11,12/10/2024,12/30/2024,1/3/2025,Winter,Cloudy,Completed,4.1,25410000,19510000,5900000
B009807,CUST07988,FALSE,24,T075,T075_SH_Gr_241230_0010,Tour Cần Thơ 2N1Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Group,Agent,Normal,920000,6,0,0,6,12/11/2024,12/30/2024,12/31/2024,Winter,Sunny,Completed,4.1,5520000,4050000,1470000
B009808,CUST07989,FALSE,26,T306,T306_SH_Gr_231016_0017,Tour Phú Quốc 6N5Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Group,Website,Normal,2970000,6,0,0,6,9/26/2023,10/16/2023,10/21/2023,Autumn,Storm,Cancelled,,0,0,0
B009809,CUST07990,FALSE,20,T190,T190_SH_Gr_240315_0013,Tour Nha Trang 3N2Đ - City,Nha Trang,Nam Trung Bộ,City,Domestic,Group,Agent,Normal,1120000,10,0,0,10,2/21/2024,3/15/2024,3/17/2024,Spring,Cloudy,Completed,4.8,11200000,8130000,3070000
B009810,CUST07991,FALSE,28,T116,T116_SH_Gr_241207_0020,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Group,Website,Normal,790000,5,0,0,5,11/19/2024,12/7/2024,12/8/2024,Winter,Sunny,Completed,4,3950000,3120000,830000
B009811,CUST07992,FALSE,28,T102,T102_SH_Gr_230531_0004,Tour Bến Tre 2N1Đ - Cultural,Bến Tre,Nam Bộ,Cultural,Domestic,Group,Website,Normal,890000,7,0,0,7,5/6/2023,5/31/2023,6/1/2023,Summer,Sunny,Completed,4.4,6230000,4200000,2030000
B009812,CUST07993,FALSE,27,T266,T266_SH_Gr_230318_0020,Tour Cần Thơ 1N1Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Group,Website,Normal,500000,10,0,0,10,2/26/2023,3/18/2023,3/18/2023,Spring,Sunny,Completed,3,5000000,3790000,1210000
B009813,CUST07994,FALSE,22,T214,T214_SH_Gr_230514_0022,Tour Vũng Tàu 5N4Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Group,Social,Normal,2460000,6,0,0,6,4/29/2023,5/14/2023,5/18/2023,Summer,Cloudy,Completed,4.2,14760000,10930000,3830000
B009814,CUST07995,FALSE,30,T102,T102_SH_Gr_230531_0004,Tour Bến Tre 2N1Đ - Cultural,Bến Tre,Nam Bộ,Cultural,Domestic,Group,Website,Normal,890000,9,0,0,9,5/18/2023,5/31/2023,6/1/2023,Summer,Sunny,Completed,3.9,8010000,6230000,1780000
B009815,CUST07996,FALSE,23,T093,T093_SH_Gr_220420_0011,Tour Mũi Né 3N2Đ - Adventure,Mũi Né,Nam Trung Bộ,Adventure,Domestic,Group,Hotline,Normal,1060000,12,0,0,12,4/7/2022,4/20/2022,4/22/2022,Spring,Sunny,Completed,3.7,12720000,9500000,3220000
B009816,CUST06074,TRUE,24,T353,T353_SH_Gr_240430_0007,Tour Đà Lạt 2N1Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Group,Agent,Normal,720000,12,0,0,12,4/12/2024,4/30/2024,5/1/2024,Spring,Sunny,Completed,4.7,8640000,6870000,1770000
B009817,CUST07997,FALSE,32,T275,T275_SH_Gr_230219_0009,Tour Cần Thơ 4N3Đ - City,Cần Thơ,Nam Bộ,City,Domestic,Group,Website,Normal,1800000,7,0,0,7,2/3/2023,2/19/2023,2/22/2023,Spring,Sunny,Cancelled,,0,0,0
B009818,CUST07998,FALSE,27,T292,T292_SH_Gr_230826_0001,Tour Hà Nội 3N2Đ - Cultural,Hà Nội,Bắc Bộ,Cultural,Domestic,Group,OTA,Normal,1760000,6,0,0,6,7/31/2023,8/26/2023,8/28/2023,Summer,Cloudy,Completed,3.9,10560000,8170000,2390000
B009819,CUST07999,FALSE,25,T266,T266_SH_Gr_230318_0020,Tour Cần Thơ 1N1Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Group,Agent,Normal,500000,7,0,0,7,2/26/2023,3/18/2023,3/18/2023,Spring,Sunny,Completed,3.9,3500000,2400000,1100000
B009820,CUST08000,FALSE,22,T190,T190_SH_Gr_240315_0013,Tour Nha Trang 3N2Đ - City,Nha Trang,Nam Trung Bộ,City,Domestic,Group,Agent,Normal,1120000,12,0,0,12,2/25/2024,3/15/2024,3/17/2024,Spring,Cloudy,Completed,4.3,13440000,10310000,3130000
B009821,CUST08001,FALSE,23,T102,T102_SH_Gr_240101_0019,Tour Bến Tre 2N1Đ - Cultural,Bến Tre,Nam Bộ,Cultural,Domestic,Group,Agent,Normal,830000,7,0,0,7,12/3/2023,1/1/2024,1/2/2024,Winter,Sunny,Completed,5,5810000,4490000,1320000
B009822,CUST08002,FALSE,21,T076,T076_SH_Gr_240801_0012,Tour Cần Thơ 3N2Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Group,Agent,Normal,1530000,10,0,0,10,7/14/2024,8/1/2024,8/3/2024,Summer,Sunny,Completed,3.9,15300000,11600000,3700000
B009823,CUST08003,FALSE,28,T288,T288_SH_Gr_220213_0003,Tour Huế 1N1Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Domestic,Group,OTA,Normal,500000,12,0,0,12,1/26/2022,2/13/2022,2/13/2022,Spring,Sunny,Completed,3.7,6000000,4520000,1480000
B009824,CUST08004,FALSE,25,T201,T201_SH_Gr_231017_0016,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Group,OTA,Normal,650000,10,0,0,10,9/24/2023,10/17/2023,10/18/2023,Autumn,Rainy,Completed,4.2,6500000,4650000,1850000
B009825,CUST08005,FALSE,22,T050,T050_SH_Gr_240121_0029,Tour Đà Nẵng 3N2Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Group,Website,Normal,1590000,9,0,0,9,1/5/2024,1/21/2024,1/23/2024,Winter,Cloudy,Completed,4.1,14310000,10320000,3990000
B009826,CUST08006,FALSE,28,T031,T031_SH_Gr_220929_0018,Tour Sa Pa 1N1Đ - Adventure,Sa Pa,Bắc Bộ,Adventure,Domestic,Group,Agent,Normal,500000,12,0,0,12,9/11/2022,9/29/2022,9/29/2022,Autumn,Sunny,Completed,3.6,6000000,4820000,1180000
B009827,CUST07706,TRUE,20,T070,T070_SH_Gr_241128_0006,Tour Hà Nội 4N3Đ - City,Hà Nội,Bắc Bộ,City,Domestic,Group,OTA,Normal,1680000,6,0,0,6,11/6/2024,11/28/2024,12/1/2024,Winter,Sunny,Completed,4,10080000,7990000,2090000
B009828,CUST08007,FALSE,20,T071,T071_SH_Gr_240810_0004,Tour Đà Lạt 3N2Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Group,OTA,Normal,1470000,9,0,0,9,7/14/2024,8/10/2024,8/12/2024,Summer,Cloudy,Completed,4.5,13230000,10420000,2810000
B009829,CUST03470,TRUE,32,T045,T045_SH_Gr_230915_0017,Tour Quảng Bình 2N1Đ - Cultural,Quảng Bình,Bắc Trung Bộ,Cultural,Domestic,Group,Hotline,Normal,620000,12,0,0,12,8/28/2023,9/15/2023,9/16/2023,Autumn,Rainy,Completed,3.4,7440000,5510000,1930000
B009830,CUST08008,FALSE,29,T029,T029_SH_Gr_230308_0023,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Group,Social,Normal,750000,11,0,0,11,2/18/2023,3/8/2023,3/9/2023,Spring,Sunny,Completed,4.1,8250000,6320000,1930000
B009831,CUST08009,FALSE,30,T206,T206_SH_Gr_230530_0026,Tour Hà Giang 4N3Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Group,Social,Normal,2210000,7,0,0,7,5/7/2023,5/30/2023,6/2/2023,Summer,Sunny,Completed,3.7,15470000,12530000,2940000
B009832,CUST08010,FALSE,28,T191,T191_SH_Gr_231010_0015,Tour Hà Nội 4N3Đ - City,Hà Nội,Bắc Bộ,City,Domestic,Group,Agent,Normal,1970000,10,0,0,10,9/23/2023,10/10/2023,10/13/2023,Autumn,Rainy,Completed,3.4,19700000,13910000,5790000
B009833,CUST08011,FALSE,31,T327,T327_SH_Gr_220323_0003,Tour Hà Nội 3N2Đ - Cultural,Hà Nội,Bắc Bộ,Cultural,Domestic,Group,OTA,Normal,1480000,8,0,0,8,3/3/2022,3/23/2022,3/25/2022,Spring,Rainy,Cancelled,,0,0,0
B009834,CUST08012,FALSE,31,T063,T063_SH_Gr_220707_0002,Tour Đà Lạt 6N5Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Group,Hotline,Normal,2640000,10,0,0,10,6/27/2022,7/7/2022,7/12/2022,Summer,Cloudy,Completed,4.3,26400000,17700000,8700000
B009835,CUST08013,FALSE,25,T088,T088_SH_Gr_220215_0010,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Group,Website,Normal,870000,12,0,0,12,2/4/2022,2/15/2022,2/16/2022,Spring,Sunny,Completed,5,10440000,7730000,2710000
B009836,CUST05783,TRUE,28,T179,T179_SH_Gr_240404_0014,Tour Nha Trang 4N3Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Group,Agent,Normal,2210000,7,0,0,7,3/16/2024,4/4/2024,4/7/2024,Spring,Cloudy,Cancelled,,0,0,0
B009837,CUST00363,TRUE,20,T330,T330_SH_Gr_230425_0007,Tour Nha Trang 3N2Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Group,OTA,Normal,1430000,7,0,0,7,4/1/2023,4/25/2023,4/27/2023,Spring,Rainy,Cancelled,,0,0,0
B009838,CUST04027,TRUE,27,T121,T121_SH_Gr_240806_0023,Tour Hội An 1N1Đ - Cultural,Hội An,Bắc Trung Bộ,Cultural,Domestic,Group,Website,Normal,520000,5,0,0,5,7/15/2024,8/6/2024,8/6/2024,Summer,Sunny,Completed,3.9,2600000,1890000,710000
B009839,CUST08014,FALSE,25,T029,T029_SH_Gr_230308_0023,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Group,OTA,Normal,750000,6,0,0,6,2/23/2023,3/8/2023,3/9/2023,Spring,Sunny,Completed,4.4,4500000,2980000,1520000
B009840,CUST08015,FALSE,28,T046,T046_SH_Gr_231216_0016,Tour Sa Pa 5N4Đ - Adventure,Sa Pa,Bắc Bộ,Adventure,Domestic,Group,Website,Early,2490000,7,0,0,7,11/18/2023,12/16/2023,12/20/2023,Winter,Sunny,Completed,4.1,17430000,12430000,5000000
B009841,CUST06103,TRUE,27,T255,T255_SH_Gr_220109_0024,Tour Vũng Tàu 3N2Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Group,Agent,Normal,2010000,5,0,0,5,12/31/2021,1/9/2022,1/11/2022,Winter,Sunny,Completed,4.7,10050000,8020000,2030000
B009842,CUST08016,FALSE,26,T178,T178_SH_Gr_220919_0027,Tour Nha Trang 2N1Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Group,Website,Normal,1140000,11,0,0,11,8/31/2022,9/19/2022,9/20/2022,Autumn,Sunny,Completed,3.8,12540000,8790000,3750000
B009843,CUST08017,FALSE,28,T142,T142_SH_Gr_220628_0009,Tour Hội An 1N1Đ - Cultural,Hội An,Bắc Trung Bộ,Cultural,Domestic,Group,Website,Normal,550000,8,0,0,8,6/12/2022,6/28/2022,6/28/2022,Summer,Sunny,Completed,4.2,4400000,3190000,1210000
B009844,CUST08018,FALSE,23,T160,T160_SH_Gr_241108_0028,Tour Hội An 2N1Đ - City,Hội An,Bắc Trung Bộ,City,Domestic,Group,OTA,Normal,620000,10,0,0,10,10/18/2024,11/8/2024,11/9/2024,Winter,Rainy,Completed,3.5,6200000,4160000,2040000
B009845,CUST08019,FALSE,31,T194,T194_SH_Gr_220328_0000,Tour Hà Giang 2N1Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Group,OTA,Normal,870000,5,0,0,5,3/2/2022,3/28/2022,3/29/2022,Spring,Sunny,Completed,4.1,4350000,3120000,1230000
B009846,CUST04808,TRUE,26,T025,T025_SH_Gr_230930_0008,Tour Hà Giang 2N1Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Group,Website,Normal,860000,10,0,0,10,8/31/2023,9/30/2023,10/1/2023,Autumn,Rainy,Completed,3.3,8600000,6370000,2230000
B009847,CUST04106,TRUE,31,T179,T179_SH_Gr_240404_0014,Tour Nha Trang 4N3Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Group,Website,Normal,2210000,9,0,0,9,3/11/2024,4/4/2024,4/7/2024,Spring,Cloudy,Completed,4.5,19890000,15180000,4710000
B009848,CUST08020,FALSE,22,T001,T001_SH_Gr_241024_0010,Tour Ninh Bình 3N2Đ - Cultural,Ninh Bình,Bắc Bộ,Cultural,Domestic,Group,Agent,Normal,1420000,6,0,0,6,10/7/2024,10/24/2024,10/26/2024,Autumn,Sunny,Completed,4,8520000,6520000,2000000
